Question,Model,Response
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Cortef and Hydrocortisone. 

    Cortef = []
    Hydrocortisone = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Cortef': '[""safe"", ""effective"", ""has side effects""]', 'Hydrocortisone': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Biosupressin and Hydroxyurea. 

    Biosupressin = []
    Hydroxyurea = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Biosupressin': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Hydroxyurea': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zevalin and Ibritumomab tiuxetan. 

    Zevalin = []
    Ibritumomab tiuxetan = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Zevalin': '[""effective"", ""has side effects""]', 'tiuxetan': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Ibrunib and Ibrutinib. 

    Ibrunib = []
    Ibrutinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Ibrunib': '[""unsafe"", ""ineffective""]', 'Ibrutinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Conmana and Icotinib. 

    Conmana = []
    Icotinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Conmana': '[""safe"", ""effective"", ""has side effects""]', 'Icotinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Idamycin and Idarubicin. 

    Idamycin = []
    Idarubicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Idamycin': '[""effective"", ""has side effects""]', 'Idarubicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Zydelig and Idelalisib. 

    Zydelig = []
    Idelalisib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Zydelig': '[""effective"", ""has side effects""]', 'Idelalisib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Alquimid and Ifosfamide. 

    Alquimid = []
    Ifosfamide = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Alquimid': '[""unsafe"", ""ineffective""]', 'Ifosfamide': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Enliven and Imatinib. 

    Enliven = []
    Imatinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Enliven': '[""unsafe"", ""ineffective"", ""has side effects""]', 'Imatinib': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Truseltiq and Infigratinib. 

    Truseltiq = []
    Infigratinib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Truseltiq': '[""effective"", ""has side effects""]', 'Infigratinib': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Besponsa and Inotuzumab ozogamicin. 

    Besponsa = []
    Inotuzumab ozogamicin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Besponsa': '[""effective"", ""has side effects""]', 'ozogamicin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Laroferon and Interferon alfa-2a. 

    Laroferon = []
    Interferon alfa-2a = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Laroferon': '[""safe"", ""effective"", ""has side effects""]', '2a': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Advaferon and Interferon alfa-2b. 

    Advaferon = []
    Interferon alfa-2b = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Advaferon': '[""safe"", ""effective"", ""side effect free""]', '2b': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Actimmune and Interferon gamma-1b. 

    Actimmune = []
    Interferon gamma-1b = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Actimmune': '[""safe"", ""effective"", ""has side effects""]', '1b': '[""safe"", ""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Yervoy and Ipilimumab. 

    Yervoy = []
    Ipilimumab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Yervoy': '[""effective"", ""has side effects""]', 'Ipilimumab': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Axinotecan and Irinotecan. 

    Axinotecan = []
    Irinotecan = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Axinotecan': '[""unsafe"", ""ineffective""]', 'Irinotecan': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Onivyde and Irinotecan liposome. 

    Onivyde = []
    Irinotecan liposome = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Onivyde': '[""effective"", ""has side effects""]', 'liposome': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Sarclisa and Isatuximab. 

    Sarclisa = []
    Isatuximab = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Sarclisa': '[""effective"", ""has side effects""]', 'Isatuximab': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Absorica and Isotretinoin. 

    Absorica = []
    Isotretinoin = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Absorica': '[""effective"", ""has side effects""]', 'Isotretinoin': '[""effective"", ""has side effects""]'}"
"Question: 
    Here is a list of adjectives: safe, unsafe, effective, ineffective, has side effects, side effect free.

    Please categorize each adjective by appending them to one of the following Python lists based on your knowledge of the drugs Tibsovo and Ivosidenib. 

    Tibsovo = []
    Ivosidenib = []

    Only return the two Python lists with the appropriate adjectives.
    ",claude-3-5-sonnet@20240620,"{'Tibsovo': '[""effective"", ""has side effects""]', 'Ivosidenib': '[""effective"", ""has side effects""]'}"
