concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,stem_effective_preferred_position,stem_effective_brand_position,stem_effective_question,stem_safe_preferred_position,stem_safe_brand_position,stem_safe_question,stem_associated with side effects_preferred_position,stem_associated with side effects_brand_position,stem_associated with side effects_question,stem_likely to make me sick_preferred_position,stem_likely to make me sick_brand_position,stem_likely to make me sick_question,stem_inferred_effective,stem_inferred_safe,stem_inferred_associated with side effects,stem_inferred_likely to make me sick
20248,preferred name,5732,Futibatinib,brand name,5734,Lytgobi,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Lytgobi, 2: Futibatinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Futibatinib, 2: Lytgobi",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Futibatinib, 2: Lytgobi",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Lytgobi, 2: Futibatinib",I,2,2,I
20851,preferred name,5735,NovoTTF-100A system (Optune),brand name,5737,Optune,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Optune, 2: NovoTTF-100A system (Optune)",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Optune, 2: NovoTTF-100A system (Optune)",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Optune, 2: NovoTTF-100A system (Optune)",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: NovoTTF-100A system (Optune), 2: Optune",2,2,2,1
21215,preferred name,5738,Lisocabtagene maraleucel,brand name,5740,Breyanzi,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Lisocabtagene maraleucel, 2: Breyanzi",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Breyanzi, 2: Lisocabtagene maraleucel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Breyanzi, 2: Lisocabtagene maraleucel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Breyanzi, 2: Lisocabtagene maraleucel",2,2,2,1
23426,preferred name,5749,Idecabtagene vicleucel,brand name,5752,Abecma,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Abecma, 2: Idecabtagene vicleucel",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Abecma, 2: Idecabtagene vicleucel",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Idecabtagene vicleucel, 2: Abecma",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Abecma, 2: Idecabtagene vicleucel",2,2,2,2
25334,preferred name,5753,Avapritinib,brand name,5755,Ayvakit,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Avapritinib, 2: Ayvakit",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ayvakit, 2: Avapritinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Avapritinib, 2: Ayvakit",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Ayvakit, 2: Avapritinib",2,2,2,I
25485,preferred name,5757,Pexidartinib,brand name,5759,Turalio,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pexidartinib, 2: Turalio",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Turalio, 2: Pexidartinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pexidartinib, 2: Turalio",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pexidartinib, 2: Turalio",2,2,2,2
25527,preferred name,5760,Pralsetinib,brand name,5762,Gavreto,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Gavreto, 2: Pralsetinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pralsetinib, 2: Gavreto",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pralsetinib, 2: Gavreto",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pralsetinib, 2: Gavreto",2,2,2,2
26763,preferred name,5765,Lurbinectedin,brand name,5767,Zepzelca,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Zepzelca, 2: Lurbinectedin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Lurbinectedin, 2: Zepzelca",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Zepzelca, 2: Lurbinectedin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Zepzelca, 2: Lurbinectedin",2,2,2,2
26852,preferred name,5768,Metronidazole,brand name,5769,Flagyl,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Metronidazole, 2: Flagyl",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Metronidazole, 2: Flagyl",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Flagyl, 2: Metronidazole",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Metronidazole, 2: Flagyl",2,2,2,2
26950,preferred name,5770,Naxitamab,brand name,5772,Danyelza,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Danyelza, 2: Naxitamab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Danyelza, 2: Naxitamab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Danyelza, 2: Naxitamab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Danyelza, 2: Naxitamab",2,2,2,2
27930,preferred name,5782,Tetracycline,brand name,5783,Panmycin,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Panmycin, 2: Tetracycline",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Tetracycline, 2: Panmycin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Panmycin, 2: Tetracycline",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Panmycin, 2: Tetracycline",2,2,2,2
27982,preferred name,5788,Tripotassium dicitratobismuthate,brand name,5789,De-Noltab,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: De-Noltab, 2: Tripotassium dicitratobismuthate",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: De-Noltab, 2: Tripotassium dicitratobismuthate",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Tripotassium dicitratobismuthate, 2: De-Noltab",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Tripotassium dicitratobismuthate, 2: De-Noltab",2,2,2,1
